employee_id,absence_reason_code,absence_month,weekday_code,season_indicator,commute_cost,commute_distance,years_at_company,employee_age,daily_workload,performance_target,disciplinary_action,education_level,dependents,alcohol_consumption,tobacco_use,pet_count,body_weight_kg,body_height_cm,bmi_score,absence_duration_hours,engagement_level,bmi_category,age_group,tenure_group,health_risk_score,commute_burden,is_friday,is_monday,workload_per_performance,lifestyle_blend,age_workload_interaction,no_justification,high_dependents,predicted_engagement_level,predicted_engagement_label
28,28,2,2,2,225,26,9,28,302.585,99,0,1,1,0,0,2,69,169,24,2,1,1,0,1,0,5850,0,1,3.0564138326854713,0,8472.38,0,0,1,Moderately Engaged
28,23,2,3,2,225,26,9,28,302.585,99,0,1,1,0,0,2,69,169,24,2,1,1,0,1,0,5850,0,0,3.0564138326854713,0,8472.38,0,0,1,Moderately Engaged
22,23,2,3,2,179,26,9,30,302.585,99,0,3,0,0,0,0,56,171,19,1,1,1,0,1,0,4654,0,0,3.0564138326854713,0,9077.55,0,0,1,Moderately Engaged
27,23,2,3,2,184,42,7,27,302.585,99,0,1,0,0,0,0,58,167,21,8,1,1,0,1,0,7728,0,0,3.0564138326854713,0,8169.794999999999,0,0,1,Moderately Engaged
28,25,2,5,2,225,26,9,28,302.585,99,0,1,1,0,0,2,69,169,24,3,1,1,0,1,0,5850,0,0,3.0564138326854713,0,8472.38,0,0,1,Moderately Engaged
18,18,2,2,2,330,16,4,28,302.585,99,0,2,0,0,0,0,84,182,25,8,1,1,0,0,0,5280,0,1,3.0564138326854713,0,8472.38,0,0,1,Moderately Engaged
18,23,2,3,2,330,16,4,28,302.585,99,0,2,0,0,0,0,84,182,25,1,1,1,0,0,0,5280,0,0,3.0564138326854713,0,8472.38,0,0,1,Moderately Engaged
28,23,2,4,2,225,26,9,28,302.585,99,0,1,1,0,0,2,69,169,24,1,1,1,0,1,0,5850,0,0,3.0564138326854713,0,8472.38,0,0,1,Moderately Engaged
6,19,2,5,2,189,29,13,33,302.585,99,0,1,2,0,0,2,69,167,25,8,1,1,1,2,0,5481,0,0,3.0564138326854713,0,9985.304999999998,0,0,1,Moderately Engaged
19,28,3,3,2,291,50,12,32,343.253,95,0,1,0,1,0,0,65,169,23,2,1,1,1,2,1,14550,0,0,3.6131890933485162,23,10984.096,0,0,1,Moderately Engaged
20,19,3,3,2,260,50,11,36,343.253,95,0,1,4,1,0,0,65,168,23,8,1,1,1,2,1,13000,0,0,3.6131890933485162,23,12357.108,0,1,1,Moderately Engaged
30,19,3,3,2,157,27,6,29,343.253,95,0,1,0,1,1,0,75,185,22,3,1,1,0,1,2,4239,0,0,3.6131890933485162,23,9954.337,0,0,1,Moderately Engaged
17,17,3,3,2,179,22,17,40,343.253,95,0,2,2,0,1,0,63,170,22,8,1,1,1,2,1,3938,0,0,3.6131890933485162,1,13730.119999999999,0,0,1,Moderately Engaged
15,22,3,4,2,291,31,12,40,343.253,95,0,1,1,1,0,1,73,171,25,8,1,1,1,2,1,9021,0,0,3.6131890933485162,25,13730.119999999999,0,0,1,Moderately Engaged
20,13,3,4,2,260,50,11,36,343.253,95,0,1,4,1,0,0,65,168,23,8,1,1,1,2,1,13000,0,0,3.6131890933485162,23,12357.108,0,1,1,Moderately Engaged
22,13,3,5,2,179,26,9,30,343.253,95,0,3,0,0,0,0,56,171,19,8,1,1,0,1,0,4654,0,0,3.6131890933485162,0,10297.59,0,0,1,Moderately Engaged
33,14,3,6,2,248,25,14,47,343.253,95,0,1,2,0,0,1,86,165,32,3,1,3,2,2,1,6200,1,0,3.6131890933485162,0,16132.891,0,0,1,Moderately Engaged
20,13,3,6,2,260,50,11,36,343.253,95,0,1,4,1,0,0,65,168,23,26,2,1,1,2,1,13000,1,0,3.6131890933485162,23,12357.108,0,1,2,At-Risk
17,11,3,2,2,179,22,17,40,343.253,95,0,2,2,0,1,0,63,170,22,26,2,1,1,2,1,3938,0,1,3.6131890933485162,1,13730.119999999999,0,0,2,At-Risk
14,1,3,2,2,155,12,14,34,343.253,95,0,1,2,1,0,0,95,196,25,16,2,1,1,2,1,1860,0,1,3.6131890933485162,25,11670.601999999999,0,0,2,At-Risk
20,26,3,2,2,260,50,11,36,343.253,95,0,1,4,1,0,0,65,168,23,16,2,1,1,2,1,13000,0,1,3.6131890933485162,23,12357.108,0,1,1,Moderately Engaged
14,13,3,3,2,155,12,14,34,343.253,95,0,1,2,1,0,0,95,196,25,8,1,1,1,2,1,1860,0,0,3.6131890933485162,25,11670.601999999999,0,0,1,Moderately Engaged
11,6,3,5,2,289,36,13,33,343.253,95,0,1,2,1,0,1,90,172,30,8,1,2,1,2,2,10404,0,0,3.6131890933485162,30,11327.349,0,0,1,Moderately Engaged
17,8,3,5,2,179,22,17,40,343.253,95,0,2,2,0,1,0,63,170,22,8,1,1,1,2,1,3938,0,0,3.6131890933485162,1,13730.119999999999,0,0,1,Moderately Engaged
20,28,3,6,2,260,50,11,36,343.253,95,0,1,4,1,0,0,65,168,23,4,1,1,1,2,1,13000,1,0,3.6131890933485162,23,12357.108,0,1,1,Moderately Engaged
28,23,3,6,2,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,1,1,1,0,1,0,5850,1,0,3.6131890933485162,0,9611.083999999999,0,0,1,Moderately Engaged
7,14,3,2,2,279,5,14,39,343.253,95,0,1,2,1,1,0,68,168,24,8,1,1,1,2,2,1395,0,1,3.6131890933485162,25,13386.867,0,0,2,At-Risk
3,13,3,3,2,179,51,18,38,343.253,95,0,1,0,1,0,0,89,170,31,24,2,3,1,2,2,9129,0,0,3.6131890933485162,31,13043.614,0,0,1,Moderately Engaged
28,23,3,4,2,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,2,1,1,0,1,0,5850,0,0,3.6131890933485162,0,9611.083999999999,0,0,1,Moderately Engaged
28,11,3,2,3,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,8,1,1,0,1,0,5850,0,1,3.6131890933485162,0,9611.083999999999,0,0,1,Moderately Engaged
22,13,3,2,3,179,26,9,30,343.253,95,0,3,0,0,0,0,56,171,19,1,1,1,0,1,0,4654,0,1,3.6131890933485162,0,10297.59,0,0,2,At-Risk
28,11,3,3,3,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,8,1,1,0,1,0,5850,0,0,3.6131890933485162,0,9611.083999999999,0,0,1,Moderately Engaged
28,11,3,4,3,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,16,2,1,0,1,0,5850,0,0,3.6131890933485162,0,9611.083999999999,0,0,1,Moderately Engaged
3,13,3,4,3,179,51,18,38,343.253,95,0,1,0,1,0,0,89,170,31,3,1,3,1,2,2,9129,0,0,3.6131890933485162,31,13043.614,0,0,1,Moderately Engaged
7,14,3,5,3,279,5,14,39,343.253,95,0,1,2,1,1,0,68,168,24,16,2,1,1,2,2,1395,0,0,3.6131890933485162,25,13386.867,0,0,2,At-Risk
28,28,3,6,3,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,2,1,1,0,1,0,5850,1,0,3.6131890933485162,0,9611.083999999999,0,0,1,Moderately Engaged
33,14,3,6,3,248,25,14,47,343.253,95,0,1,2,0,0,1,86,165,32,3,1,3,2,2,1,6200,1,0,3.6131890933485162,0,16132.891,0,0,1,Moderately Engaged
28,28,3,2,3,225,26,9,28,343.253,95,0,1,1,0,0,2,69,169,24,1,1,1,0,1,0,5850,0,1,3.6131890933485162,0,9611.083999999999,0,0,1,Moderately Engaged
15,28,4,4,3,291,31,12,40,326.452,96,0,1,1,1,0,1,73,171,25,1,1,1,1,2,1,9021,0,0,3.4005413124436132,25,13058.08,0,0,1,Moderately Engaged
28,23,4,4,3,225,26,9,28,326.452,96,0,1,1,0,0,2,69,169,24,1,1,1,0,1,0,5850,0,0,3.4005413124436132,0,9140.655999999999,0,0,1,Moderately Engaged
14,28,4,3,3,155,12,14,34,326.452,96,0,1,2,1,0,0,95,196,25,1,1,1,1,2,1,1860,0,0,3.4005413124436132,25,11099.368,0,0,1,Moderately Engaged
24,13,4,4,3,246,25,16,41,326.452,96,0,1,0,1,0,0,67,170,23,24,2,1,2,2,1,6150,0,0,3.4005413124436132,23,13384.532,0,0,2,At-Risk
14,23,4,5,3,155,12,14,34,326.452,96,0,1,2,1,0,0,95,196,25,1,1,1,1,2,1,1860,0,0,3.4005413124436132,25,11099.368,0,0,1,Moderately Engaged
28,28,4,6,3,225,26,9,28,326.452,96,0,1,1,0,0,2,69,169,24,2,1,1,0,1,0,5850,1,0,3.4005413124436132,0,9140.655999999999,0,0,1,Moderately Engaged
20,28,4,6,3,260,50,11,36,326.452,96,0,1,4,1,0,0,65,168,23,4,1,1,1,2,1,13000,1,0,3.4005413124436132,23,11752.272,0,1,1,Moderately Engaged
3,13,4,4,3,179,51,18,38,326.452,96,0,1,0,1,0,0,89,170,31,24,2,3,1,2,2,9129,0,0,3.4005413124436132,31,12405.176,0,0,2,At-Risk
36,23,4,5,3,118,13,18,50,326.452,96,0,1,1,1,0,0,98,178,31,1,1,3,2,2,2,1534,0,0,3.4005413124436132,31,16322.6,0,0,1,Moderately Engaged
15,23,4,6,3,291,31,12,40,326.452,96,0,1,1,1,0,1,73,171,25,3,1,1,1,2,1,9021,1,0,3.4005413124436132,25,13058.08,0,0,1,Moderately Engaged
24,14,4,6,3,246,25,16,41,326.452,96,0,1,0,1,0,0,67,170,23,8,1,1,2,2,1,6150,1,0,3.4005413124436132,23,13384.532,0,0,1,Moderately Engaged
15,28,4,6,3,291,31,12,40,326.452,96,0,1,1,1,0,1,73,171,25,1,1,1,1,2,1,9021,1,0,3.4005413124436132,25,13058.08,0,0,1,Moderately Engaged
33,28,4,6,3,248,25,14,47,326.452,96,0,1,2,0,0,1,86,165,32,8,1,3,2,2,1,6200,1,0,3.4005413124436132,0,15343.244,0,0,1,Moderately Engaged
20,19,4,6,3,260,50,11,36,326.452,96,0,1,4,1,0,0,65,168,23,26,2,1,1,2,1,13000,1,0,3.4005413124436132,23,11752.272,0,1,2,At-Risk
11,19,4,3,3,289,36,13,33,326.452,96,0,1,2,1,0,1,90,172,30,8,1,2,1,2,2,10404,0,0,3.4005413124436132,30,10772.916,0,0,1,Moderately Engaged
14,12,4,4,3,155,12,14,34,326.452,96,0,1,2,1,0,0,95,196,25,24,2,1,1,2,1,1860,0,0,3.4005413124436132,25,11099.368,0,0,2,At-Risk
23,19,4,4,3,378,49,11,36,326.452,96,0,1,2,0,1,4,65,174,21,8,1,1,1,2,1,18522,0,0,3.4005413124436132,1,11752.272,0,0,1,Moderately Engaged
11,13,4,5,3,289,36,13,33,326.452,96,0,1,2,1,0,1,90,172,30,16,2,2,1,2,2,10404,0,0,3.4005413124436132,30,10772.916,0,0,2,At-Risk
1,7,4,6,3,235,11,14,37,326.452,96,0,3,1,0,0,1,88,172,29,3,1,2,1,2,0,2585,1,0,3.4005413124436132,0,12078.724,0,0,1,Moderately Engaged
2,0,4,2,3,235,29,12,48,326.452,96,1,1,1,0,1,5,88,163,33,0,0,3,2,2,2,6815,0,1,3.4005413124436132,1,15669.696,1,0,0,Highly Engaged
11,13,5,4,3,289,36,13,33,378.884,92,0,1,2,1,0,1,90,172,30,8,1,2,1,2,2,10404,0,0,4.118303900184359,30,12503.172,0,0,2,At-Risk
14,28,5,5,3,155,12,14,34,378.884,92,0,1,2,1,0,0,95,196,25,2,1,1,1,2,1,1860,0,0,4.118303900184359,25,12882.056,0,0,1,Moderately Engaged
14,28,5,2,3,155,12,14,34,378.884,92,0,1,2,1,0,0,95,196,25,1,1,1,1,2,1,1860,0,1,4.118303900184359,25,12882.056,0,0,1,Moderately Engaged
3,18,5,3,3,179,51,18,38,378.884,92,0,1,0,1,0,0,89,170,31,8,1,3,1,2,2,9129,0,0,4.118303900184359,31,14397.592,0,0,1,Moderately Engaged
28,19,5,3,3,225,26,9,28,378.884,92,0,1,1,0,0,2,69,169,24,8,1,1,0,1,0,5850,0,0,4.118303900184359,0,10608.752,0,0,1,Moderately Engaged
27,7,5,4,3,184,42,7,27,378.884,92,0,1,0,0,0,0,58,167,21,4,1,1,0,1,0,7728,0,0,4.118303900184359,0,10229.868,0,0,1,Moderately Engaged
14,28,5,2,3,155,12,14,34,378.884,92,0,1,2,1,0,0,95,196,25,2,1,1,1,2,1,1860,0,1,4.118303900184359,25,12882.056,0,0,1,Moderately Engaged
3,12,5,3,3,179,51,18,38,378.884,92,0,1,0,1,0,0,89,170,31,1,1,3,1,2,2,9129,0,0,4.118303900184359,31,14397.592,0,0,1,Moderately Engaged
11,13,5,4,3,289,36,13,33,378.884,92,0,1,2,1,0,1,90,172,30,24,2,2,1,2,2,10404,0,0,4.118303900184359,30,12503.172,0,0,2,At-Risk
7,0,5,4,3,279,5,14,39,378.884,92,1,1,2,1,1,0,68,168,24,0,0,1,1,2,2,1395,0,0,4.118303900184359,25,14776.476,1,0,0,Highly Engaged
18,0,5,4,3,330,16,4,28,378.884,92,1,2,0,0,0,0,84,182,25,0,0,1,0,0,0,5280,0,0,4.118303900184359,0,10608.752,1,0,0,Highly Engaged
23,0,5,4,3,378,49,11,36,378.884,92,1,1,2,0,1,4,65,174,21,0,0,1,1,2,1,18522,0,0,4.118303900184359,1,13639.824,1,0,0,Highly Engaged
31,0,5,4,3,388,15,9,50,378.884,92,1,1,0,0,0,0,76,178,24,0,0,1,2,1,0,5820,0,0,4.118303900184359,0,18944.2,1,0,0,Highly Engaged
3,11,5,3,3,179,51,18,38,378.884,92,0,1,0,1,0,0,89,170,31,1,1,3,1,2,2,9129,0,0,4.118303900184359,31,14397.592,0,0,1,Moderately Engaged
36,13,5,4,3,118,13,18,50,378.884,92,0,1,1,1,0,0,98,178,31,24,2,3,2,2,2,1534,0,0,4.118303900184359,31,18944.2,0,0,2,At-Risk
10,22,5,6,3,361,52,3,28,378.884,92,0,1,1,1,0,4,80,172,27,8,1,2,0,0,1,18772,1,0,4.118303900184359,27,10608.752,0,0,1,Moderately Engaged
24,19,6,2,3,246,25,16,41,377.55,94,0,1,0,1,0,0,67,170,23,8,1,1,2,2,1,6150,0,1,4.016488934416071,23,15479.550000000001,0,0,2,At-Risk
10,22,6,2,3,361,52,3,28,377.55,94,0,1,1,1,0,4,80,172,27,8,1,2,0,0,1,18772,0,1,4.016488934416071,27,10571.4,0,0,1,Moderately Engaged
24,10,6,3,3,246,25,16,41,377.55,94,0,1,0,1,0,0,67,170,23,24,2,1,2,2,1,6150,0,0,4.016488934416071,23,15479.550000000001,0,0,2,At-Risk
15,23,6,5,3,291,31,12,40,377.55,94,0,1,1,1,0,1,73,171,25,4,1,1,1,2,1,9021,0,0,4.016488934416071,25,15102.0,0,0,1,Moderately Engaged
24,10,6,6,3,246,25,16,41,377.55,94,0,1,0,1,0,0,67,170,23,8,1,1,2,2,1,6150,1,0,4.016488934416071,23,15479.550000000001,0,0,2,At-Risk
3,11,6,2,3,179,51,18,38,377.55,94,0,1,0,1,0,0,89,170,31,8,1,3,1,2,2,9129,0,1,4.016488934416071,31,14346.9,0,0,1,Moderately Engaged
14,23,6,2,3,155,12,14,34,377.55,94,0,1,2,1,0,0,95,196,25,4,1,1,1,2,1,1860,0,1,4.016488934416071,25,12836.7,0,0,1,Moderately Engaged
24,10,6,2,3,246,25,16,41,377.55,94,0,1,0,1,0,0,67,170,23,8,1,1,2,2,1,6150,0,1,4.016488934416071,23,15479.550000000001,0,0,2,At-Risk
36,13,6,4,3,118,13,18,50,377.55,94,0,1,1,1,0,0,98,178,31,8,1,3,2,2,2,1534,0,0,4.016488934416071,31,18877.5,0,0,2,At-Risk
1,13,6,6,3,235,11,14,37,377.55,94,0,3,1,0,0,1,88,172,29,16,2,2,1,2,0,2585,1,0,4.016488934416071,0,13969.35,0,0,2,At-Risk
36,23,6,3,3,118,13,18,50,377.55,94,0,1,1,1,0,0,98,178,31,1,1,3,2,2,2,1534,0,0,4.016488934416071,31,18877.5,0,0,1,Moderately Engaged
36,13,6,4,3,118,13,18,50,377.55,94,0,1,1,1,0,0,98,178,31,26,2,3,2,2,2,1534,0,0,4.016488934416071,31,18877.5,0,0,2,At-Risk
23,22,6,5,3,378,49,11,36,377.55,94,0,1,2,0,1,4,65,174,21,8,1,1,1,2,1,18522,0,0,4.016488934416071,1,13591.800000000001,0,0,1,Moderately Engaged
3,11,6,6,3,179,51,18,38,377.55,94,0,1,0,1,0,0,89,170,31,2,1,3,1,2,2,9129,1,0,4.016488934416071,31,14346.9,0,0,1,Moderately Engaged
32,28,6,2,1,289,48,29,49,377.55,94,0,1,0,0,0,2,108,172,36,2,1,3,2,3,1,13872,0,1,4.016488934416071,0,18499.95,0,0,1,Moderately Engaged
28,28,6,5,1,225,26,9,28,377.55,94,0,1,1,0,0,2,69,169,24,2,1,1,0,1,0,5850,0,0,4.016488934416071,0,10571.4,0,0,1,Moderately Engaged
14,19,7,3,1,155,12,14,34,275.312,98,0,1,2,1,0,0,95,196,25,16,2,1,1,2,1,1860,0,0,2.8093058357851186,25,9360.608,0,0,2,At-Risk
36,1,7,4,1,118,13,18,50,275.312,98,0,1,1,1,0,0,98,178,31,8,1,3,2,2,2,1534,0,0,2.8093058357851186,31,13765.6,0,0,1,Moderately Engaged
34,5,7,6,1,118,10,10,37,275.312,98,0,1,0,0,0,0,83,172,28,8,1,2,1,1,0,1180,1,0,2.8093058357851186,0,10186.544,0,0,1,Moderately Engaged
34,26,7,6,1,118,10,10,37,275.312,98,0,1,0,0,0,0,83,172,28,4,1,2,1,1,0,1180,1,0,2.8093058357851186,0,10186.544,0,0,1,Moderately Engaged
18,26,7,3,1,330,16,4,28,275.312,98,0,2,0,0,0,0,84,182,25,8,1,1,0,0,0,5280,0,0,2.8093058357851186,0,7708.736000000001,0,0,1,Moderately Engaged
22,18,7,5,1,179,26,9,30,275.312,98,0,3,0,0,0,0,56,171,19,8,1,1,0,1,0,4654,0,0,2.8093058357851186,0,8259.36,0,0,1,Moderately Engaged
14,25,7,6,1,155,12,14,34,275.312,98,0,1,2,1,0,0,95,196,25,2,1,1,1,2,1,1860,1,0,2.8093058357851186,25,9360.608,0,0,1,Moderately Engaged
18,1,7,2,1,330,16,4,28,275.312,98,0,2,0,0,0,0,84,182,25,8,1,1,0,0,0,5280,0,1,2.8093058357851186,0,7708.736000000001,0,0,1,Moderately Engaged
18,1,7,3,1,330,16,4,28,275.312,98,0,2,0,0,0,0,84,182,25,8,1,1,0,0,0,5280,0,0,2.8093058357851186,0,7708.736000000001,0,0,1,Moderately Engaged
30,25,7,2,1,157,27,6,29,275.312,98,0,1,0,1,1,0,75,185,22,3,1,1,0,1,2,4239,0,1,2.8093058357851186,23,7984.048000000001,0,0,1,Moderately Engaged
10,22,7,3,1,361,52,3,28,275.312,98,0,1,1,1,0,4,80,172,27,8,1,2,0,0,1,18772,0,0,2.8093058357851186,27,7708.736000000001,0,0,1,Moderately Engaged
11,26,7,4,1,289,36,13,33,275.312,98,0,1,2,1,0,1,90,172,30,8,1,2,1,2,2,10404,0,0,2.8093058357851186,30,9085.296,0,0,1,Moderately Engaged
3,26,7,5,1,179,51,18,38,275.312,98,0,1,0,1,0,0,89,170,31,8,1,3,1,2,2,9129,0,0,2.8093058357851186,31,10461.856,0,0,1,Moderately Engaged
11,19,7,2,1,289,36,13,33,275.312,98,0,1,2,1,0,1,90,172,30,26,2,2,1,2,2,10404,0,1,2.8093058357851186,30,9085.296,0,0,1,Moderately Engaged
11,19,7,5,1,289,36,13,33,275.312,98,0,1,2,1,0,1,90,172,30,8,1,2,1,2,2,10404,0,0,2.8093058357851186,30,9085.296,0,0,1,Moderately Engaged
20,0,7,5,1,260,50,11,36,275.312,98,1,1,4,1,0,0,65,168,23,0,0,1,1,2,1,13000,0,0,2.8093058357851186,23,9911.232,1,1,0,Highly Engaged
11,19,8,6,1,289,36,13,33,265.615,94,0,1,2,1,0,1,90,172,30,8,1,2,1,2,2,10404,1,0,2.8256911887562564,30,8765.295,0,0,1,Moderately Engaged
30,19,8,6,1,157,27,6,29,265.615,94,0,1,0,1,1,0,75,185,22,3,1,1,0,1,2,4239,1,0,2.8256911887562564,23,7702.835,0,0,1,Moderately Engaged
11,23,8,2,1,289,36,13,33,265.615,94,0,1,2,1,0,1,90,172,30,1,1,2,1,2,2,10404,0,1,2.8256911887562564,30,8765.295,0,0,1,Moderately Engaged
9,18,8,3,1,228,14,16,58,265.615,94,0,1,2,0,0,1,65,172,22,8,1,1,3,2,0,3192,0,0,2.8256911887562564,0,15405.67,0,0,1,Moderately Engaged
26,13,8,5,1,300,26,13,43,265.615,94,0,1,2,1,1,1,77,175,25,1,1,1,2,2,2,7800,0,0,2.8256911887562564,26,11421.445,0,0,1,Moderately Engaged
26,14,8,5,1,300,26,13,43,265.615,94,0,1,2,1,1,1,77,175,25,2,1,1,2,2,2,7800,0,0,2.8256911887562564,26,11421.445,0,0,1,Moderately Engaged
20,28,8,6,1,260,50,11,36,265.615,94,0,1,4,1,0,0,65,168,23,4,1,1,1,2,1,13000,1,0,2.8256911887562564,23,9562.14,0,1,1,Moderately Engaged
11,23,8,3,1,289,36,13,33,265.615,94,0,1,2,1,0,1,90,172,30,4,1,2,1,2,2,10404,0,0,2.8256911887562564,30,8765.295,0,0,1,Moderately Engaged
33,23,8,4,1,248,25,14,47,265.615,94,0,1,2,0,0,1,86,165,32,1,1,3,2,2,1,6200,0,0,2.8256911887562564,0,12483.905,0,0,1,Moderately Engaged
21,11,8,5,1,268,11,8,33,265.615,94,0,2,0,0,0,0,79,178,25,8,1,1,1,1,0,2948,0,0,2.8256911887562564,0,8765.295,0,0,1,Moderately Engaged
22,23,8,5,1,179,26,9,30,265.615,94,0,3,0,0,0,0,56,171,19,1,1,1,0,1,0,4654,0,0,2.8256911887562564,0,7968.450000000001,0,0,1,Moderately Engaged
36,13,8,5,1,118,13,18,50,265.615,94,0,1,1,1,0,0,98,178,31,3,1,3,2,2,2,1534,0,0,2.8256911887562564,31,13280.75,0,0,1,Moderately Engaged
33,25,8,2,1,248,25,14,47,265.615,94,0,1,2,0,0,1,86,165,32,2,1,3,2,2,1,6200,0,1,2.8256911887562564,0,12483.905,0,0,1,Moderately Engaged
1,23,8,3,1,235,11,14,37,265.615,94,0,3,1,0,0,1,88,172,29,1,1,2,1,2,0,2585,0,0,2.8256911887562564,0,9827.755000000001,0,0,1,Moderately Engaged
36,23,8,5,1,118,13,18,50,265.615,94,0,1,1,1,0,0,98,178,31,1,1,3,2,2,2,1534,0,0,2.8256911887562564,31,13280.75,0,0,1,Moderately Engaged
1,19,8,5,1,235,11,14,37,265.615,94,0,3,1,0,0,1,88,172,29,8,1,2,1,2,0,2585,0,0,2.8256911887562564,0,9827.755000000001,0,0,1,Moderately Engaged
10,8,8,3,1,361,52,3,28,265.615,94,0,1,1,1,0,4,80,172,27,8,1,2,0,0,1,18772,0,0,2.8256911887562564,27,7437.22,0,0,1,Moderately Engaged
27,6,8,4,1,184,42,7,27,265.615,94,0,1,0,0,0,0,58,167,21,8,1,1,0,1,0,7728,0,0,2.8256911887562564,0,7171.6050000000005,0,0,1,Moderately Engaged
3,11,9,2,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,8,1,3,1,2,2,9129,0,1,3.632308193542198,31,11180.246,0,0,1,Moderately Engaged
3,23,9,6,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,3,1,3,1,2,2,9129,1,0,3.632308193542198,31,11180.246,0,0,1,Moderately Engaged
11,19,9,4,1,289,36,13,33,294.217,81,0,1,2,1,0,1,90,172,30,24,2,2,1,2,2,10404,0,0,3.632308193542198,30,9709.161,0,0,1,Moderately Engaged
5,0,9,5,1,235,20,13,43,294.217,81,1,1,1,1,0,0,106,167,38,0,0,3,2,2,2,4700,0,0,3.632308193542198,38,12651.331,1,0,0,Highly Engaged
24,9,9,2,1,246,25,16,41,294.217,81,0,1,0,1,0,0,67,170,23,16,2,1,2,2,1,6150,0,1,3.632308193542198,23,12062.896999999999,0,0,2,At-Risk
15,28,9,3,1,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,3,1,1,1,2,1,9021,0,0,3.632308193542198,25,11768.68,0,0,1,Moderately Engaged
8,0,9,3,1,231,35,14,39,294.217,81,1,1,2,1,0,2,100,170,35,0,0,3,1,2,2,8085,0,0,3.632308193542198,35,11474.463,1,0,0,Highly Engaged
19,0,9,3,1,291,50,12,32,294.217,81,1,1,0,1,0,0,65,169,23,0,0,1,1,2,1,14550,0,0,3.632308193542198,23,9414.944,1,0,0,Highly Engaged
3,13,9,4,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,8,1,3,1,2,2,9129,0,0,3.632308193542198,31,11180.246,0,0,1,Moderately Engaged
24,9,9,4,1,246,25,16,41,294.217,81,0,1,0,1,0,0,67,170,23,26,2,1,2,2,1,6150,0,0,3.632308193542198,23,12062.896999999999,0,0,2,At-Risk
3,23,9,5,1,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,1,1,3,1,2,2,9129,0,0,3.632308193542198,31,11180.246,0,0,1,Moderately Engaged
15,28,9,6,1,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,4,1,1,1,2,1,9021,1,0,3.632308193542198,25,11768.68,0,0,1,Moderately Engaged
20,28,9,6,1,260,50,11,36,294.217,81,0,1,4,1,0,0,65,168,23,4,1,1,1,2,1,13000,1,0,3.632308193542198,23,10591.812,0,1,1,Moderately Engaged
5,26,9,4,4,235,20,13,43,294.217,81,0,1,1,1,0,0,106,167,38,8,1,3,2,2,2,4700,0,0,3.632308193542198,38,12651.331,0,0,1,Moderately Engaged
36,28,9,5,4,118,13,18,50,294.217,81,0,1,1,1,0,0,98,178,31,1,1,3,2,2,2,1534,0,0,3.632308193542198,31,14710.849999999999,0,0,1,Moderately Engaged
5,0,9,5,4,235,20,13,43,294.217,81,1,1,1,1,0,0,106,167,38,0,0,3,2,2,2,4700,0,0,3.632308193542198,38,12651.331,1,0,0,Highly Engaged
15,28,9,6,4,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,3,1,1,1,2,1,9021,1,0,3.632308193542198,25,11768.68,0,0,1,Moderately Engaged
15,7,9,2,4,291,31,12,40,294.217,81,0,1,1,1,0,1,73,171,25,26,2,1,1,2,1,9021,0,1,3.632308193542198,25,11768.68,0,0,2,At-Risk
3,13,9,2,4,179,51,18,38,294.217,81,0,1,0,1,0,0,89,170,31,8,1,3,1,2,2,9129,0,1,3.632308193542198,31,11180.246,0,0,1,Moderately Engaged
11,24,10,2,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30,8,1,2,1,2,2,10404,0,1,3.011556475959491,30,8745.561,0,0,1,Moderately Engaged
1,26,10,2,4,235,11,14,37,265.017,88,0,3,1,0,0,1,88,172,29,4,1,2,1,2,0,2585,0,1,3.011556475959491,0,9805.628999999999,0,0,1,Moderately Engaged
11,26,10,2,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30,8,1,2,1,2,2,10404,0,1,3.011556475959491,30,8745.561,0,0,1,Moderately Engaged
11,22,10,6,4,289,36,13,33,265.017,88,0,1,2,1,0,1,90,172,30,8,1,2,1,2,2,10404,1,0,3.011556475959491,30,8745.561,0,0,1,Moderately Engaged
36,0,10,6,4,118,13,18,50,265.017,88,1,1,1,1,0,0,98,178,31,0,0,3,2,2,2,1534,1,0,3.011556475959491,31,13250.85,1,0,0,Highly Engaged
33,0,10,6,4,248,25,14,47,265.017,88,1,1,2,0,0,1,86,165,32,0,0,3,2,2,1,6200,1,0,3.011556475959491,0,12455.798999999999,1,0,0,Highly Engaged
22,1,10,2,4,179,26,9,30,265.017,88,0,3,0,0,0,0,56,171,19,8,1,1,0,1,0,4654,0,1,3.011556475959491,0,7950.51,0,0,1,Moderately Engaged
